"statistikkvariabel"	"statistikkmål"	"yrke"	"sektor"	"næring (SN2007)"	"kjønn"	"2015 I alt"	"2015 Heltidsansatte"	"2015 Deltidsansatte"	"2016 I alt"	"2016 Heltidsansatte"	"2016 Deltidsansatte"	"2017 I alt"	"2017 Heltidsansatte"	"2017 Deltidsansatte"	"2018 I alt"	"2018 Heltidsansatte"	"2018 Deltidsansatte"	"2019 I alt"	"2019 Heltidsansatte"	"2019 Deltidsansatte"	"2020 I alt"	"2020 Heltidsansatte"	"2020 Deltidsansatte"	"2021 I alt"	"2021 Heltidsansatte"	"2021 Deltidsansatte"	"2022 I alt"	"2022 Heltidsansatte"	"2022 Deltidsansatte"
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"87 Pleie og omsorg i institusjon"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"87 Pleie og omsorg i institusjon"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"87 Pleie og omsorg i institusjon"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.911 Barnehager"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.911 Barnehager"	"Menn"	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.911 Barnehager"	"Kvinner"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"88.993-88.994 Arbeidstreningsvirksomheter"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"90 Kunstnerisk virksomhet og underholdning"	"Begge kjønn"	34780	35060	:	36320	36670	:	37830	38110	:	38500	38660	:	39890	40100	:	40620	40870	:	43380	43690	:	43260	43460	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"90 Kunstnerisk virksomhet og underholdning"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"90 Kunstnerisk virksomhet og underholdning"	"Kvinner"	34600	34990	:	35970	36390	:	37580	37830	:	38340	38540	:	39610	39830	:	40230	40530	:	43260	43550	:	42730	42920	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Begge kjønn"	:	:	:	:	:	:	:	:	:	:	:	.	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Menn"	:	:	:	:	:	:	:	:	:	:	:	.	:	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"91 Bibliotek, muséer o.a. kulturvirksomhet"	"Kvinner"	:	:	.	:	:	.	:	:	.	:	:	.	:	:	:	:	:	:	:	:	:	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"93 Sports- og fritidsaktiviteter"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"93 Sports- og fritidsaktiviteter"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"93 Sports- og fritidsaktiviteter"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.1 Næringslivs- og arbeidsgiverorganisasjoner og yrkessammenslutninger"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.2 Arbeidstakerorganisasjoner"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.2 Arbeidstakerorganisasjoner"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.2 Arbeidstakerorganisasjoner"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"94.9 Aktiviteter i andre medlemsorganisasjoner"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"95 Reparasjon av varer til personlig bruk"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"95 Reparasjon av varer til personlig bruk"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"95 Reparasjon av varer til personlig bruk"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"96 Annen personlig tjenesteyting"	"Begge kjønn"	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"96 Annen personlig tjenesteyting"	"Menn"	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.	:	:	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"96 Annen personlig tjenesteyting"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"97 Lønnet arbeid i private husholdninger"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"97 Lønnet arbeid i private husholdninger"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"97 Lønnet arbeid i private husholdninger"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"99 Internasjonale organer"	"Begge kjønn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"99 Internasjonale organer"	"Menn"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Håndverkere"	"Statsforvaltningen"	"99 Internasjonale organer"	"Kvinner"	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"03.2 Akvakultur"	"Begge kjønn"	34240	35210	:	35740	36110	:	36720	37130	:	38680	39140	:	42590	43090	:	44910	45150	:	46360	46950	:	47570	48160	34540
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"03.2 Akvakultur"	"Menn"	34870	35700	:	36500	36950	:	37900	38370	:	39830	40310	:	43410	43920	:	46040	46220	:	47360	47970	:	48380	49000	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"03.2 Akvakultur"	"Kvinner"	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	39190	:	:	41370	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"05_07_08_09.9 Bergverksdrift"	"Begge kjønn"	38030	38240	36320	39240	39280	38490	40390	40360	41200	41530	41540	41300	42990	43110	40360	44090	44170	42590	45030	45130	43210	47280	47300	46840
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"05_07_08_09.9 Bergverksdrift"	"Menn"	38060	38250	36480	39290	39340	38600	40480	40430	41580	41630	41630	41680	43090	43210	40650	44190	44250	42910	45130	45200	43800	47390	47390	47270
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"05_07_08_09.9 Bergverksdrift"	"Kvinner"	37480	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	45060	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Begge kjønn"	58280	57600	66300	59890	60100	55390	60330	60490	56960	62450	62560	59960	64170	64370	58590	64630	64650	64300	66780	66900	63100	71020	71090	68840
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Menn"	58730	58070	66460	60230	60430	55550	60720	60870	57250	62720	62850	59760	64360	64560	58370	64920	64920	64860	67090	67200	63600	71370	71440	69050
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"06+09.1 Utvinning av råolje og naturgass inkl. tjenesteyting"	"Kvinner"	51760	50640	:	55200	55280	:	55020	55050	54680	58910	58730	:	61600	61690	:	60850	60960	:	62920	63120	:	67020	67000	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Begge kjønn"	33130	33990	31610	34210	34360	33280	35070	35230	33940	35950	36120	34740	37120	37360	35230	37570	37830	35540	39040	39390	36480	40460	40780	38210
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Menn"	33900	34710	32030	35080	35240	33920	35910	36040	34710	36860	36980	35750	38160	38340	36380	38640	38870	36320	40130	40460	37260	41520	41810	39160
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"10-12 Nærings-, drikkevare- og tobakksindustri"	"Kvinner"	31650	32150	31090	32510	32520	32500	33450	33530	33070	34230	34350	33550	35170	35390	33890	35590	35760	34610	36990	37270	35510	38450	38730	37020
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Begge kjønn"	30890	31110	30210	31560	31760	30650	32360	32660	30500	33420	33690	31350	34870	35100	33130	35360	35670	32990	37290	37580	34530	38690	38860	37230
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Menn"	32670	32600	33050	32890	33000	32130	33460	33570	:	34620	34780	:	36100	36210	:	36380	36620	:	38610	38830	:	39770	39950	37260
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"13-15 Tekstil-, bekledning- og lærvareindustri"	"Kvinner"	29290	29460	28920	30300	30420	29920	31190	31510	30060	32220	32440	31200	33600	33800	32630	34300	34540	33200	35960	36180	34760	37560	37620	37210
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"16 Trelast- og trevareindustri"	"Begge kjønn"	31180	31400	30120	32160	32220	31930	33100	33120	32800	34070	34090	33790	35370	35410	34460	36260	36290	35660	37850	37950	36180	39700	39860	37270
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"16 Trelast- og trevareindustri"	"Menn"	31260	31460	30170	32250	32310	32020	33230	33240	33060	34210	34210	34220	35520	35550	34690	36420	36420	36350	38040	38140	36280	39960	40110	37490
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"16 Trelast- og trevareindustri"	"Kvinner"	30150	30320	29840	31040	31050	31030	31560	31550	:	32450	32520	:	33750	33770	:	34540	34760	:	35940	35970	:	37360	37490	36260
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"17 Papir- og papirvareindustri"	"Begge kjønn"	33800	34080	28490	35210	35340	:	36300	36380	:	37100	37330	31880	37630	37820	:	37780	37890	:	39910	39960	:	43650	43720	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"17 Papir- og papirvareindustri"	"Menn"	34220	34460	:	35740	35850	:	36830	36890	:	37620	37850	:	38180	38340	:	38240	38340	:	40390	40450	:	44070	44140	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"17 Papir- og papirvareindustri"	"Kvinner"	29480	29870	:	30290	30490	:	31630	31710	:	32770	32880	:	33660	33900	:	34400	34440	:	36160	36220	:	40360	40460	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"18 Trykking, grafisk industri"	"Begge kjønn"	38030	38270	:	37750	38350	:	38500	38930	:	38300	38520	:	39040	39400	:	38900	39350	:	39550	39970	:	42070	42560	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"18 Trykking, grafisk industri"	"Menn"	39120	39260	:	38900	39610	:	40030	40460	:	40150	40240	:	41190	41450	:	41200	41620	:	41500	42000	:	43890	44380	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"18 Trykking, grafisk industri"	"Kvinner"	:	:	:	:	:	:	:	:	:	34650	:	:	34930	:	:	:	:	:	:	:	:	:	:	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Begge kjønn"	39970	40240	34960	41410	41850	36480	42170	42640	36720	43590	44070	37690	46280	46470	40240	45970	46120	40630	47460	47580	41580	50000	50130	44100
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Menn"	40810	41030	34400	41990	42210	37180	42770	43000	37810	44030	44270	38360	46740	46870	40780	46650	46760	40850	48180	48270	:	50620	50720	44340
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"19-21 Oljeraffinering, kjemisk og farmasøytisk industri"	"Kvinner"	37080	37280	35520	39370	40290	35970	40110	41170	35900	42070	43240	37190	44640	44990	39600	43550	43750	40370	44940	45090	:	47850	48030	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"22-23 Gummi-, plast- og mineralsk industri"	"Begge kjønn"	34190	34480	32470	35100	35310	32710	35880	36000	33700	37000	37070	35720	38290	38360	36980	38910	38920	38870	40300	40450	37670	42220	42310	40460
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"22-23 Gummi-, plast- og mineralsk industri"	"Menn"	34500	34720	33020	35380	35540	33220	36140	36220	34320	37270	37310	36270	38560	38600	37740	39180	39140	39950	40640	40750	38340	42550	42610	41190
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"22-23 Gummi-, plast- og mineralsk industri"	"Kvinner"	30760	31210	29660	31770	32040	30770	32820	33010	31740	33950	33930	34050	35290	35410	34530	35810	36050	34230	36580	36800	35330	38730	38870	37710
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"24 Metallindustri"	"Begge kjønn"	40350	40530	37200	40950	41180	35690	42000	42170	36430	44200	44410	37090	45400	45690	36500	46830	46940	42200	48180	48400	41160	51150	51350	43910
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"24 Metallindustri"	"Menn"	40650	40790	37540	41190	41410	35630	42230	42390	36380	44380	44590	36670	45560	45840	35920	46970	47080	41890	48470	48690	40760	51470	51680	42830
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"24 Metallindustri"	"Kvinner"	38200	38460	36280	39140	39380	:	40390	40600	:	42910	43100	:	44350	44640	:	45880	46020	43120	46370	46550	:	49320	49430	47050
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"25 Metallvareindustri"	"Begge kjønn"	34980	35180	34030	35840	35950	34950	36600	36670	35200	37310	37420	35340	38530	38640	36500	39630	39710	38140	40640	40860	37300	42560	42680	40640
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"25 Metallvareindustri"	"Menn"	35050	35230	34120	35860	35960	35010	36590	36640	35330	37320	37400	35670	38510	38590	36780	39580	39630	38410	40560	40780	36920	42490	42580	40620
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"25 Metallvareindustri"	"Kvinner"	34470	34730	33550	35680	35870	34700	36680	36950	:	37220	37600	:	38670	39020	:	40030	40330	:	41210	41470	:	43160	43440	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"26-27 Data- og elektrisk utstyrsindustri"	"Begge kjønn"	36430	36950	31590	37820	38220	32440	38520	38880	32770	38990	39250	34420	39690	39910	35710	40300	40550	35420	42050	42330	37240	44020	44310	38800
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"26-27 Data- og elektrisk utstyrsindustri"	"Menn"	38330	38770	31590	39840	40090	32730	40770	41010	32610	40940	41110	:	41520	41670	36080	42130	42280	:	44330	44560	37200	46210	46450	38260
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"26-27 Data- og elektrisk utstyrsindustri"	"Kvinner"	32310	32470	31590	33180	33340	32280	33560	33660	32850	34790	34850	34290	35740	35770	35510	36480	36610	35370	37690	37730	37270	39640	39690	39150
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"28 Maskinindustri"	"Begge kjønn"	35440	35670	33110	35870	36000	34300	37350	37530	33930	38690	38810	36230	40390	40640	36020	40680	40850	37060	41440	41740	36180	43690	43930	39300
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"28 Maskinindustri"	"Menn"	35820	36040	33580	36270	36380	34810	37830	37970	:	39130	39220	:	40920	41110	36890	41200	41320	:	42030	42280	36750	44320	44540	39730
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"28 Maskinindustri"	"Kvinner"	32320	32570	:	32290	32480	:	33130	33240	:	35070	35200	:	36110	36490	:	36540	36760	:	36770	37090	:	38890	39020	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"29-30 Annen verkstedindustri"	"Begge kjønn"	33410	33630	32090	33520	33110	36220	34600	34680	32770	35820	35880	34360	36870	36940	35300	37630	37690	36190	38700	38850	35450	40240	40410	36670
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"29-30 Annen verkstedindustri"	"Menn"	33640	33840	32360	33720	33230	36990	34770	34810	33590	35920	35950	35190	37000	37020	36360	37810	37820	37370	38840	38950	35840	40440	40560	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"29-30 Annen verkstedindustri"	"Kvinner"	31750	31990	:	31820	32100	:	33270	33580	:	35010	35350	:	35820	36200	:	36230	36570	:	37620	37990	:	38630	39040	:
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"31-32 Møbelindustri og annen industri"	"Begge kjønn"	31950	32220	31140	32320	32430	31630	33290	33400	32560	34320	34380	33930	35730	35870	34820	36600	36790	35200	37380	37440	36830	39720	39710	39850
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"31-32 Møbelindustri og annen industri"	"Menn"	32040	32320	30620	32640	32770	31080	33440	33580	31550	34400	34490	32910	35990	36090	34340	37170	37300	34860	37510	37590	35890	40130	40140	39850
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"31-32 Møbelindustri og annen industri"	"Kvinner"	31830	32040	31470	31860	31850	31870	33070	33100	32990	34210	34170	34330	35340	35440	35010	35720	35820	35330	37180	37160	37270	39040	38880	39840
"Månedslønn (kr)"	"Gjennomsnitt"	"Prosess- og maskinoperatører, transportarbeidere mv."	"Sum alle sektorer"	"33 Maskinreparasjon og -installasjon"	"Begge kjønn"	36440	36460	36300	37500	37910	32470	38780	38920	:	40170	40270	:	41300	41470	:	41470	41530	:	42440	42780	36290	44500	44660	:
